,index,a11,a22,a33,a44,a21r,a31r,a32r,a41r,a42r,a43r,a21i,a31i,a32i,a41i,a42i,a43i,conc,dataset
15,940,0.5607060561354227,0.0894536181046826,0.0758014818156276,0.2740388439442675,-0.0147316059948091,0.1307145783712014,0.0601051899719291,-0.3634211139865191,-0.0490006331883875,-0.1264909342703382,-0.2234729630164117,-0.1594241164921435,0.0562857259395532,0.1469024619422636,-0.1487034096420667,-0.0690839633593353,0.7094570459431032,B
16,347,0.2002925942042643,0.4870093334565396,0.1258601418208182,0.1868379305183778,-0.1963407249409292,0.0316239008062127,-0.0250390121823304,-0.0406687918719996,0.0669490381935543,0.0725175313818253,0.0673527256097448,-0.0206310138976409,-0.1067193202946663,0.0434224482548528,-0.1868625626149199,0.0541663262346099,0.166991730109788,A
17,875,0.4447288803511732,0.1207496531978568,0.3512705230932331,0.0832509433577367,-0.2255759017434528,-0.200605726715832,0.1423898539424089,-0.0514081990990851,0.0039489302440256,-0.1187994132104402,-0.0530694886173162,-0.3405546782007809,0.1487982638890559,0.1854219401609583,-0.100184472293709,-0.1230052919273491,0.2261651241891583,B
18,743,0.3780095658354534,0.0523607906890925,0.0292091525689042,0.5404204909065496,-0.1270047422655319,0.0633979264592789,-0.0347167746507758,-0.0375295287448651,0.0847219158374047,-0.1061433076272705,-0.0605200396335852,0.0837976252745678,-0.0180044406109553,-0.450417195062928,0.1453239181459618,-0.0672221899092417,0.8263547293275534,B
19,605,0.1870294634184604,0.7207734478377342,0.0606990313534951,0.0314980573903103,0.3607721484077972,-0.1042605163140198,-0.2091203709916945,-0.0455279162094101,-0.110349269541401,0.032635152055971,-0.0681859819067486,0.0219602368383974,0.0043497753235621,0.0617921808812615,0.1025963066444597,-0.0291006601882549,0.2974901143014952,B
20,526,0.5731771108172969,0.0924194069541263,0.1550330451201843,0.1793704371083922,0.1599432114455072,-0.0140846913495146,0.0820472939334143,0.0716687568909535,-0.0702422612960811,-0.1641189589157277,-0.1655018361647746,-0.2977633529378385,-0.0871567762512109,0.3125293877278253,0.1079042823555816,0.0295518593978487,0.8471606365558345,B
21,20,0.3060439766880218,0.2920345394985155,0.2100864093201325,0.1918350744933301,-0.1335046075627298,-0.0135536080831658,0.0316578374277398,-0.1134691908622755,-0.0136232993362402,-0.0877836175616235,-0.006605493074775,0.183868705216899,-0.0559631172353168,0.0285417566705416,-0.1037585033883298,0.0778236701508172,0.1243762522479464,A
22,731,0.1097789929518945,0.1161847917281517,0.1018567460118272,0.6721794693081262,0.1118351066339522,0.0287182637138682,0.043842150277356,0.2435785148295736,0.2653757478924606,0.1751990747675799,0.015733987301846,0.1017693093805594,0.0995593826846527,0.1202526188363654,0.0875942011552215,-0.1943483925332714,0.4584945955260891,B
23,696,0.2509402965355413,0.223781586901304,0.3541042422842906,0.171173874278864,0.092983033949023,-0.2325430947784637,-0.2481619927903675,0.1887199955306128,-0.0044844879811295,-0.1112142752483882,0.217967826006138,-0.1865012939208934,0.1328820326499259,-0.0856690495896918,-0.1956666823700847,0.2196469440519474,0.4341731311852999,B
24,19,0.4107724645437183,0.1802545214681854,0.2191502906033675,0.1898227233847285,0.0231049587617294,-0.1370911731415379,-0.0171204987274835,-0.2013556252432698,-0.047885483329751,0.0362100593392798,0.0557484165135148,0.0357213064442221,0.1113325759504013,-0.046634428282345,-0.0022219510866186,0.1306120413221737,0.1092488738202074,A
25,496,0.2250572041950251,0.1132468517490386,0.358575419685212,0.3031205243707242,0.0030312176236396,0.1527262810692388,0.055984169458858,0.0440517037317046,-0.0470936708231939,0.0203970985880264,-0.0048438957078609,0.0591579552416011,0.03001126621687,-0.0312935873088417,0.0910466497373601,0.1514345666306497,0.0,A
26,652,0.3313196516943933,0.4085537317246011,0.1226266195224555,0.1374999970585504,0.2757596753808521,0.1217549263136158,-0.0167473876390519,0.0667206504583029,0.2045690724687743,-0.0737793712942151,0.2435538575495911,-0.1606373144291413,-0.2232018996826401,0.2027432019472909,0.1196980847785705,0.106853938603441,0.5806802362654707,B
27,80,0.2787058652857591,0.5172122323014232,0.1098350347013818,0.0942468677114359,0.0249115754190462,0.0791847128033197,-0.0008579638158733,0.0118448872934399,-0.0148634263628002,-0.0231965382803667,-0.1824129138676947,0.0426454210940516,0.2073220715399275,-0.0082064674051017,-0.0841654034984375,0.0217623673521453,0.2187284054251588,A
28,954,0.1002110172863283,0.1691870531224112,0.6263574941113084,0.1042444354799526,0.1170576713942022,-0.0920719189561383,0.0250414017063222,0.0832582191632846,0.0635194930046787,-0.2143373858125264,-0.0570255054588723,-0.2330036124388287,-0.3245681851790359,0.0592833017606437,0.1166279677079691,0.1391178220981169,0.8543165972921795,B
29,858,0.1829233740220544,0.5264408240102565,0.0034432868345371,0.2871925151331516,-0.056585237489994,-0.0050762050722776,0.0425668887693384,-0.2196675260346286,0.1770804758699063,0.01488657887378,-0.3051170966188353,-0.0245782380890786,-0.0008641405997681,-0.0654247802278446,-0.3461681230008938,-0.0276997468539031,0.3956174778103923,B
30,153,0.3002894371153475,0.2734945030240714,0.253589885936853,0.172626173923728,-0.1859827129345352,-0.0739555954727789,-0.090728045080229,0.0629044381226099,-0.0589130809714075,0.0083025961010022,-0.1880984949768505,0.1747314984342902,-0.1797317655410514,0.0669448728799978,0.0527293913284259,-0.0981612718668457,0.2020045359451711,A
31,258,0.218213098463374,0.2089216544643609,0.2141163435360892,0.3587489035361759,0.0495492499193575,-0.076188180196868,-0.085778554274908,0.0438518639136276,0.0168473444545152,-0.0371606881169233,-0.0663271184925464,-0.0232318992169352,-0.0343857502092928,0.0868861456373905,-0.0317253474716619,0.0370637112472253,0.0,A
32,472,0.2957565746734858,0.3565573384740744,0.1215037754173263,0.2261823114351133,0.1433347945129898,-0.0585382989698898,-0.0909188144331557,0.0061056087258958,0.1068041377633463,-0.0232460303727566,-0.1021001024894312,0.1602885221527635,0.1003115141667996,0.0173655459199491,-0.180138572176615,-0.0345821455563998,0.197992234441056,A
33,135,0.1722659198579113,0.6081251342732078,0.0801633126116801,0.1394456332572005,-0.0895644193350764,0.0602024617037119,0.0210766711796577,-0.0584106554956946,-0.1109398016823816,-0.0440635226435686,-0.0080003192203824,0.0331092640334607,-0.0217063103208459,0.0461827585480655,0.1180958077038254,0.0591998266477085,0.0672804075493593,A
34,74,0.3037521549288172,0.3348463912184437,0.3082796373785528,0.0531218164741863,-0.2031193326732415,-0.1399381494907128,0.0543371926145531,-0.0215606292937315,-0.0492372807853279,0.0102628208927312,0.0130052680115743,0.0917613628564938,0.0791703386517748,0.0326041740850244,-0.0447535276236497,0.0639954941510965,0.0,A
35,691,0.0911991286983163,0.5742138050792428,0.2701687877548152,0.0644182784676257,-0.1256217484371828,-0.1429505221768014,0.3329004224184234,-0.0694243120304697,0.1637569621022952,0.1319143089323602,-0.1912772203618532,-0.0648406219441123,-0.2105040531295633,-0.0324831612930292,-0.1008638793551838,0.0015566957790095,0.8826044785498642,B
36,396,0.2468238072070646,0.2901782602980856,0.3491198140407868,0.1138781184540628,0.0139648786601601,0.1071062090968244,0.1589733026241848,0.1296646682675496,0.0201358825261657,0.0998955296760376,-0.058466646962302,0.0322855271208936,-0.0428560565977866,0.0755232144226493,-0.0291348411172991,-0.0039010189783123,0.0158819580773317,A
37,739,0.1277055952413086,0.6688893338125235,0.0558502090961821,0.147554861849986,0.1168027779679496,-0.064737078083134,0.0545708573690852,-0.045665192990805,-0.313348198112658,-0.0318291757517078,0.2679142056406501,0.0542355503174596,0.1854174497765471,-0.1294537431379026,-0.0226004421015714,0.0850169010164854,0.2689400748896609,B
38,17,0.1498677984551004,0.2879195498283458,0.1525292465278554,0.4096834051886984,0.0191476631512492,0.0988695190202613,0.0019002137324652,-0.0639171011362596,0.0757743061056725,-0.0151827546634194,0.0841961479878984,0.0392516994752883,-0.1497859682932513,0.0485297466872105,0.0616154009123468,-0.0292708654231703,0.0432172119667113,A
39,488,0.2003003238395843,0.2033811252709411,0.3792310840059817,0.2170874668834928,-0.060709059728433,-0.0272601241755997,-0.0955300594347969,-0.0926202040858208,0.0476620487224049,-0.058138550415074,-0.0235031474245818,-0.1103497974214783,0.0936744197745867,0.0527505352079599,-0.1096808839867366,0.0896033375105065,0.0,A
40,773,0.2128741353395703,0.3002309685896706,0.1849498932970978,0.3019450027736613,-0.2191161380421589,-0.0522159462263321,-0.0596427147345827,-0.2492244838857451,0.2289811127784004,0.1029590691112808,-0.1260933221474372,0.1914276457998015,-0.2279702440763555,0.0465127726267882,-0.1955016384440616,0.2127066668732296,0.935020270709595,B
41,4,0.1680304260982951,0.287177435103316,0.3898805418720241,0.1549115969263648,-0.0638136598023608,-0.0139074830237966,0.1183739078248147,-0.0092257436107442,0.1431339552271824,0.0696683346440758,-0.0913814990915082,-0.0550710723363066,-0.1999227403968408,-0.0777800186280293,0.0747586559239846,0.1363137739639446,0.4166880196009157,A
42,14,0.1567296214973751,0.1811315932864113,0.281304776978679,0.3808340082375345,0.023654225725378,-0.1034858540066219,0.10739722494729,0.029659748575411,-0.0713706779457991,-0.0981065196905316,-0.0323505376221774,-0.0911826836594728,0.0201590691779757,-0.108302141409838,-0.1605854401350398,0.0966837654762447,0.0,A
43,564,0.0652644803349962,0.3917529810694629,0.0728150975211445,0.470167441074397,-0.1593190110605027,-0.0542831982418555,0.1413680356953786,0.1743687675668858,-0.4291487733785719,-0.1559392632535579,0.0136017441487304,0.0424920450072126,-0.0924154208149386,-0.0167560917090125,0.0045636553729676,-0.099590332106268,0.2211948491560873,B
44,661,0.233171472682193,0.0556685162157703,0.0587543031657686,0.6524057079362673,0.1139185663744464,0.0164004403459234,0.0088546522279054,-0.1190351534752513,-0.0608545953212508,-0.1929768856073812,0.001694149714331,0.1158915568626037,0.0565009735531409,-0.371420290160475,-0.1805967218966004,0.0330388312814037,0.8927452360763105,B
45,537,0.3388645318743851,0.2476921787461068,0.2113970697373194,0.2020462196421886,0.0401294477292267,0.2320807481282657,0.1403652713088761,-0.1004022424639008,-0.2164824023290014,-0.1638266889839972,0.2869211069696569,0.1333172735408955,-0.1807179885738133,-0.2416313045618458,0.0563971438324007,-0.125987280153205,0.908345878318974,B
46,132,0.1608993402707121,0.2098341229397488,0.3029707541131398,0.3262957826763991,0.0664495666764836,-0.0017086942436264,0.06546428391505,-0.0366678964845999,-0.0729161403255208,-0.1103498016772682,-0.052017837700839,-0.0718771843056255,-0.0289644526511409,0.0758077269475692,0.0279402755961337,-0.0161057407944528,0.0,A
47,917,0.3619681638443693,0.2451872512691884,0.2358472140035595,0.1569973708828829,-0.2963979926331162,0.245339095273229,-0.1877581952559019,0.0336792992610967,-0.0080384609640956,0.1262804699388064,-0.0299701368534636,-0.1586754906442451,0.1502451005366744,-0.2359952433167924,0.1960335098104201,-0.1451917196008287,0.8504363567629105,B
48,782,0.6093771804907839,0.0719887809802078,0.0891923234316169,0.2294417150973915,0.0121446667909787,0.1295598906261993,-0.0639230998883103,-0.0667943929369964,0.1249083039422686,-0.1312180647107728,-0.2090952592700841,0.1938195070551674,0.04831856721079,-0.3679063121301349,-0.0302513633103566,-0.0569759524293442,0.70879555754942,B
49,379,0.1233459644932316,0.4349228918876363,0.2843803406089635,0.1573508030101685,0.0636703867429461,-0.0165669198403547,-0.1035762790013883,0.0455218390748686,0.0650967605219956,0.0579947022326844,0.0465464084862236,0.0442195442598891,0.1611112501554855,-0.0399328011497136,0.0404160079374664,-0.124266450215698,0.1721020240779255,A
50,669,0.2355184732224115,0.3285780127980444,0.3179628349502077,0.1179406790293358,0.17999632659874,-0.1481133239416982,0.0940314019099794,0.159013427760679,0.1664831209860751,-0.051228655948549,-0.2121026032834324,-0.2301055512148373,-0.3092469755816793,-0.0499193193824092,0.1050527694553885,0.1867521819680437,0.9589911057338796,B
51,154,0.2536511675726586,0.1933871218845853,0.2401015351367839,0.312860175405972,-0.0749963847548801,-0.0193020830863517,0.092900950537522,-0.1053653148414758,0.1211863613011971,0.1392396226983601,-0.1403280056166096,-0.1318978752090603,0.1191055250160822,-0.1709160526530756,0.049941953662297,-0.0919602253626017,0.3708541055091595,A
52,240,0.1699739397531936,0.4127362738515442,0.1448608451493226,0.2724289412459395,-0.0238526441634906,-0.060659606329132,0.1013946890775811,0.0316050186288855,0.1647087871043906,0.0213847952597189,-0.0476513786391793,-0.0217383355465312,0.1352404705526322,-0.1124088737274179,0.1469475680170712,-0.0113635455496996,0.1101775257258765,A
53,443,0.1665894926694706,0.14413686141794,0.462668014643969,0.2266056312686202,-0.0201591506297241,-0.0418420934146748,-0.0399012170919358,-0.0877418741227979,0.1064591566046465,-0.0380846833726191,-0.0188711667704696,0.0816955960375346,-0.0520191943171591,-0.1097196176714891,0.0017409459092482,0.2039482848604078,0.1487339051890197,A
54,588,0.3610315130094725,0.0561886259543152,0.5257611656135985,0.057018695422614,0.0191925083760426,-0.1298274519024046,0.1556707239590848,0.1234557914672788,0.0351397833805436,0.0398165623456143,-0.1411294167225433,-0.4158860202454876,-0.0728589265500234,-0.0731041273215156,0.0443733903761337,0.1685018015634792,0.6201938468579281,B
55,815,0.225507380642369,0.3971580508394403,0.1979008166014405,0.1794337519167505,0.1553972786319837,-0.0068544103357834,0.2347455856792588,0.1143744851270747,0.266490892598945,0.1514580398983956,0.255761133754925,0.2111423970635112,0.1532723477508693,0.1654754137190647,-0.0156895929801216,-0.1121184560200558,0.7192782024453891,B
56,769,0.313675528834824,0.0600075369123822,0.2454632531116167,0.3808536811411764,0.0166540141126414,0.2723786296913494,0.0374578163767077,-0.2738018565415487,-0.1061178268780125,-0.2733754517728569,0.1361820094175536,0.0529688381670335,-0.1154407086517473,-0.2109431752748809,0.1076712503316644,-0.1369359189564006,0.8499320774183406,B
57,785,0.0047638428803845,0.2483231649666903,0.0726436240253623,0.6742693681275638,-0.022153562330861,-0.0124278673573998,-0.0186539881882378,-0.0192360327245729,0.3838794098635213,-0.1047243835645736,0.026309546128996,-0.0138423597722869,0.1330079823067073,0.053311240595535,-0.141680281678015,-0.194972238939541,0.327844064929767,B
58,746,0.0174924333708027,0.0497642940155223,0.2871465709374503,0.6455967016762244,-0.0285928606354769,-0.0543690449796405,0.0699591338759213,-0.084291641931913,0.1647016368903155,0.0937963685333194,-0.0072764632886969,0.0454631631959288,-0.0969296960121676,-0.0647145763248398,0.0707179954701612,0.4202179438634405,0.3850294318293845,B
59,171,0.3097129405855706,0.1298060654244439,0.3833427641871401,0.1771382298028455,-0.0264950625481279,-0.1392373461572614,-0.0442864053965132,-0.0516652093821001,-0.0296927885253139,-0.0127344084193798,-0.0613539740803986,-0.1076218899317186,0.0851161644845349,-0.0141389740487061,-0.0755452922164298,0.0631506439241066,0.0,A
60,915,0.014972757066604,0.1050000787902139,0.671854184145331,0.2081729799978512,-0.0248849659319991,-0.0935202517626558,0.0807137844285391,0.0486810829540575,-0.1372594649824736,-0.237904079196517,0.0308687405357491,-0.0362418541694401,0.2530415524652383,-0.0273326840935721,-0.0549364958337634,0.2885542180236081,0.4195549210270557,B
61,77,0.3110824959767613,0.1356482858726993,0.3041116736409353,0.2491575445096039,-0.0001408358298884,0.0325283119843115,0.0181767017320219,0.0015758262090827,-0.0238804157997848,-0.1320832672751541,0.0235994920074185,-0.1063869838464396,-0.0374117676092363,0.1757413832807688,0.0280031184899861,-0.1329328078662849,0.1002982148948969,A
62,686,0.4810971774041518,0.0665701675895991,0.3389451555270104,0.1133874994792389,-0.1006123110691729,-0.3936597558279812,0.1100088994634089,0.0528760239380172,-0.0810425247714897,-0.0858178627277792,-0.1479996033372978,-0.089986411531465,-0.1022823437645296,0.2274962242431351,-0.0313102861941725,-0.1762595758608464,0.175187661560049,B
63,460,0.3601564980573576,0.207811689730553,0.1938884937659546,0.2381433184461348,0.0858829493379634,-0.1405931352164435,0.0272369523881242,-0.110424779581129,-0.0991327543924044,-0.052405541566876,-0.0885379103032989,-0.0725698024118401,-0.0147442791835601,0.0614530276127283,-0.0022443996343743,0.0392868133194446,0.0,A
64,948,0.0159036897891435,0.1110500608081615,0.6379503911741096,0.2350958582285856,-0.0198873067551711,-0.0431141186275905,0.2658250579087098,0.0013900961207102,-0.1440421808338416,-0.3536800707913064,0.0370216254125105,0.0910326199615381,-0.0134710177902912,-0.061130673419774,0.0732069634164825,0.1577653391762451,0.4419700107707607,B
65,810,0.3799888922283934,0.3129311270087475,0.2899698916069562,0.0171100891559024,-0.344609873736368,0.2851673731483078,-0.2530612924825235,-0.0734379507945036,0.0655117894209974,-0.0699986331239932,0.0124252653589846,0.1698967544805032,-0.1634031432569271,-0.0332943119373934,0.0325957808563559,0.0078486978980575,0.4418269405743962,B
66,110,0.0737536680053609,0.1632347884983509,0.2660457206093499,0.4969658228869382,-0.0403141623077741,-0.0202912817150768,-0.1214731096464175,-0.1517829466530247,0.0755999483715139,0.0146908449763781,-0.0069711548841466,0.0376470669158327,-0.0916277533728909,0.0416537421702645,0.0711950842896529,-0.1048913400990819,0.0003817461063167,A
67,375,0.34321914496884,0.2136164679986496,0.1476575150908287,0.2955068719416818,-0.0214416058226206,-0.0100788039579004,-0.0432694141948835,-0.0521219962168134,-0.0931332697674955,-0.0770282405312999,0.076612197055753,-0.0950214980907532,0.0840264654365223,0.2007611054193942,0.0348157380862379,0.0577617199386525,0.2466261097038299,A
68,368,0.212998100027376,0.3677468094268645,0.1684318019459843,0.2508232885997751,-0.0128517047753522,-0.0861494902579655,-0.0206081009307859,0.1003338987540202,0.0257747881260104,-0.0294655150029639,-0.1602396224746648,-0.0406264978249487,-0.0232008314249991,0.0662682817884942,0.0437315588874943,-0.0908301926289054,0.0,A
69,601,0.0853656778611401,0.1994202132953999,0.2469444707432974,0.4682696381001626,0.1015047808190961,0.1386963804469868,0.2061547353524821,-0.1775965687405159,-0.1229822005704633,-0.2423522324778685,-0.0819781748884556,-0.0429406123613389,0.0821336966140942,-0.0918347093957746,-0.2797459730765404,-0.2385413870983256,0.6302676132884589,B
70,226,0.1477638794926949,0.3107201802825214,0.3543300081590284,0.1871859320657552,0.1852080712523648,-0.1476563980454745,-0.1023352168541072,-0.0327575815000332,-0.0006032074357041,0.0683793269364122,0.0541817910346608,0.0569935973149196,0.1742105065559586,0.0445952213817195,0.0884979310776761,-0.1111467706810937,0.2956702696235036,A
71,489,0.2913601672811098,0.1359873594304614,0.3031549150159444,0.2694975582724844,-0.039674238819464,-0.0363354724402246,0.0334767950875533,0.140536448844654,0.0754136369494366,-0.0318713307104069,-0.0150507273510647,-0.1677790752796877,0.0036726339833478,0.0627224132496919,0.0811498368461517,0.1533282471514532,0.1699694544766748,A
72,648,0.2405549039576586,0.5626267393870299,0.0503322969200564,0.1464860597352551,0.1354768023839334,0.0012342662275429,-0.1557495685726945,0.0752294202144599,0.2869055914292363,-0.0782781497792486,0.3420360467451965,-0.1100279847968328,-0.0637210168736401,0.1719839363572841,-0.0101072133221953,0.0352917996194795,0.4924381979850361,B
73,804,0.0233890863457143,0.0891488415239236,0.3466415682318852,0.5408205038984765,-0.0221730787447437,-0.0586294048907558,-0.0610531785436764,-0.0016797146451548,0.1935223160078076,-0.3243688278654221,0.0399182230441542,-0.0683390258384271,0.1648490328197974,0.1124565517074264,-0.1037431183351843,-0.2868025995568005,0.456354157780561,B
74,441,0.4660629795692386,0.282980134055843,0.1337973503018432,0.1171595360730751,0.0156196738492807,0.1088508414031172,-0.0828057614087424,-0.0099614645699361,-0.0834097628747864,-0.0244652789350079,0.0749462272637467,-0.0564495844809867,0.0594471006657014,0.0820627175852971,-0.0561346256206116,0.0820893667492647,0.0874063864488638,A
75,832,0.0150931559400013,0.2361161118181549,0.4372196593595128,0.3115710728823309,0.009364830762539,0.0525196698052964,-0.2094981666135235,-0.0032120485523441,0.2655871244504653,-0.2924430033611902,0.0589579277146611,-0.0619734522379545,-0.2436085469847038,0.0685001717771855,0.0550493379625949,0.2251712418071578,0.5894515829617306,B
76,547,0.2116600324728242,0.066904477858843,0.6679045939840377,0.0535308956842945,-0.1166359785511614,-0.1863667909018001,0.1391114638931468,-0.0461996496580481,0.0147652822459214,-0.1072699876811338,-0.0236019588931318,-0.3265518753588388,0.1591659785680669,0.0958954821162643,-0.0579951986398201,-0.1557134576409825,0.3075242549146144,B
77,679,0.0891355680630706,0.5212123522166193,0.0957760483805965,0.293876031339713,-0.2075614784493802,0.0742114084641919,-0.2086931344850802,-0.0273884717529378,-0.0402150013277558,0.0757000551346587,0.0581101691636248,-0.0550428863069649,0.0797924500266512,-0.1595138821815349,0.3893001043191041,-0.1497190256717551,0.7069361760303976,B
78,12,0.2434143775412425,0.3432386604374218,0.0821276800172669,0.3312192820040686,-0.1043167465767151,-0.0442276673467268,0.001827783429932,0.0715592124484248,-0.070270697436046,0.0416841469314932,0.0231001845826146,0.0212358907168911,0.0455404874759995,-0.0240475838664759,0.0944964047189339,-0.1039505136374574,0.0,A
79,860,0.098014410336241,0.3356740744779911,0.3050580392371358,0.2612534759486317,0.1554672853290236,-0.0487498848007749,-0.2354829431329778,0.0221197746209045,-0.1160003335263991,0.2572537943509801,-0.0934388552345742,0.165902177701406,0.2166745450587747,0.1584844502281497,0.2724700742558331,-0.1162667553894896,0.3242833093461489,B
80,107,0.3658462876401165,0.1129435367201164,0.3383638593018027,0.1828463163379643,0.1278235500839916,0.2625825785796404,0.0725610652878975,0.0748198728930155,0.0828806735109241,0.1514522993649097,-0.0182993737115341,0.0850610042177726,0.0020772743974546,-0.0014997742934312,-0.0014808023168228,-0.0021959494916556,0.0,A
81,748,0.1712183987781931,0.195673090176614,0.0998208227222484,0.5332876883229448,0.1722523904977951,-0.1301571999284049,-0.1353751008359443,-0.3016607477627484,-0.3098425218647465,0.2305766106094371,-0.0619027232988659,0.0122582518338662,-0.0347250762373852,0.01759139966001,-0.0913655382066332,0.0082245021676906,0.3601355551525879,B
82,668,0.4300513270537238,0.2459423177737803,0.2444658695689475,0.0795404856035478,-0.3200611883357151,-0.2102546970704276,0.123365604386361,0.1604019866488403,-0.1317299435023333,-0.0255746262615486,0.0576945045772365,-0.2468315903349714,0.2119090140431914,-0.0920743942006061,0.0470063120342432,0.1370798032920597,0.4985683437302979,B
83,329,0.2949265384815582,0.2683317819463386,0.2651108819609464,0.1716307976111566,-0.0259336423779794,-0.01865480012128,0.1266512603236393,0.0255949797707443,0.0500969240558068,-0.0727319156267466,0.0664402298716084,0.0897718273632918,-0.102770512557727,0.0695840720453548,-0.0409561780671255,-0.0541624304029091,0.014426458239324,A
84,835,0.0237157657797242,0.397294902108704,0.3242536365950568,0.2547356955165146,-0.0102538319922096,0.0037308613795212,-0.3582027641079768,-0.0776731244947294,0.0451936414860035,-0.0227578380364941,-0.0965246692476281,0.0876128071236105,-0.0226957395744104,-0.0028526867740881,-0.3149011400154989,0.2864979170076209,0.8711075395471157,B
